ID,birthdate,marital_status,car_use,gender,kids_driving,parent,education,car_make,car_model,car_color,car_year,claim_freq,coverage_zone,claim_amt,household_income
73-9003241,9/25/2001,Seperated,Commercial,Female,0,No,Bachelors,Ford,Focus,Khaki,2003,4,Highly Urban,$95617.90,$235548.31
09-7988758,6/21/1986,Divorced,Private,Female,0,No,High School,Ford,F250,Green,1998,0,Highly Rural,$8406.82,$228018.57
62-0479080,6/29/1966,Married,Private,Female,0,No,High School,Buick,Skyhawk,Teal,1989,0,Highly Urban,$71243.38,$122010.26
44-3304320,8/2/1975,Single,Private,Male,1,Yes,High School,Mazda,Miata MX-5,Green,1993,0,Urban,$71146.19,$78650.03
07-5210906,2/29/2000,Single,Private,Male,0,Yes,High School,Mercury,Mountaineer,Violet,2007,1,Urban,$47246.65,$165273.51
76-3458866,7/27/2000,Divorced,Private,Female,0,No,PhD,Cadillac,Brougham,Indigo,1992,0,Suburban,$70971.54,$176885.83
01-4133495,9/22/1988,Divorced,Private,Male,0,Yes,Bachelors,Mazda,626,Crimson,1984,0,Highly Urban,$25413.24,$105867.89
73-2791524,7/21/1961,Married,Commercial,Female,0,No,Bachelors,Chevrolet,Silverado 3500,Maroon,2001,1,Rural,$69493.60,$51028.99
39-6207615,11/17/1983,Married,Private,Male,0,No,Bachelors,Honda,S2000,Goldenrod,2006,0,Suburban,$16947.90,$66895.52
38-0060513,10/13/1961,Single,Private,Female,3,Yes,Bachelors,Maserati,Quattroporte,Red,1986,1,Urban,$10631.16,$234238.73
39-7544169,8/26/1954,Seperated,Private,Male,0,No,Bachelors,Pontiac,Montana SV6,Aquamarine,2006,0,Rural,$29916.52,$112045.43
40-5972684,11/7/1991,Married,Private,Male,0,No,PhD,Saturn,Astra,Crimson,2009,4,Rural,$21990.42,$238321.44
11-6462503,11/2/1988,Single,Private,Male,0,No,Masters,Cadillac,Escalade,Green,2011,1,Highly Rural,$28676.55,$169611.30
94-2565212,5/1/1998,Divorced,Private,Female,1,Yes,Bachelors,Lincoln,MKZ,Khaki,2007,1,Urban,$65541.68,$187791.34
66-1547414,1/19/1967,Seperated,Private,Male,1,Yes,Bachelors,Scion,tC,Aquamarine,2011,0,Suburban,$36821.82,$115544.04
03-2649809,11/4/1960,Single,Private,Male,0,No,Bachelors,Toyota,Tacoma,Mauv,2003,0,Suburban,$42732.37,$228195.21
27-9924793,9/26/1986,Married,Commercial,Female,1,Yes,Masters,Maybach,57,Crimson,2005,0,Highly Rural,$87095.33,$223298.47
55-6138280,7/1/1967,Married,Private,Female,0,No,Masters,Suzuki,Vitara,Aquamarine,2003,0,Highly Rural,$87235.93,$239173.16
24-6292648,1/11/1995,Single,Private,Female,0,No,Bachelors,Nissan,Maxima,Purple,2003,1,Highly Urban,$28131.27,$93576.44
36-5103080,10/2/1951,Married,Private,Female,0,Yes,High School,Dodge,Neon,Puce,1997,0,Highly Urban,$13159.62,$74569.99
25-9147661,1/31/1997,Married,Private,Female,1,Yes,Bachelors,Lamborghini,Diablo,Red,2000,0,Suburban,$75830.19,$226716.34
78-3911475,4/14/1963,Single,Private,Male,1,Yes,PhD,Mazda,CX-9,Khaki,2010,1,Highly Rural,$72269.58,$60413.77
53-9068291,10/20/1976,Divorced,Commercial,Female,0,No,High School,Mazda,Miata MX-5,Yellow,2012,0,Suburban,$82774.39,$183181.83
54-3471583,1/13/1983,Single,Private,Male,0,No,Bachelors,Chevrolet,2500,Violet,1997,0,Highly Urban,$78157.91,$69701.57
87-3740025,12/29/1992,Married,Private,Male,0,No,PhD,Chevrolet,Silverado 1500,Goldenrod,2006,0,Highly Rural,$47654.17,$162006.44
67-6143721,12/27/1969,Single,Commercial,Female,0,No,Bachelors,Mazda,Miata MX-5,Mauv,2007,0,Suburban,$88578.46,$92680.44
51-3344287,8/29/1995,Married,Private,Male,0,No,High School,Mazda,MX-3,Orange,1996,0,Highly Rural,$88451.55,$69749.56
01-8487992,6/24/1961,Seperated,Private,Female,0,No,High School,BMW,3 Series,Crimson,2004,0,Rural,$8288.66,$80791.86
33-2137444,10/7/1961,Married,Private,Female,1,Yes,Masters,Mitsubishi,Galant,Green,2009,3,Rural,$41131.80,$69231.95
68-7666940,3/1/1985,Married,Private,Male,0,No,Bachelors,Chevrolet,Uplander,Fuscia,2007,0,Rural,$52981.26,$100582.43
47-4878881,11/9/1957,Divorced,Commercial,Female,0,No,Masters,Dodge,Ram Van 3500,Purple,2001,1,Highly Urban,$93559.26,$167959.99
97-0654920,2/6/1959,Single,Private,Female,0,No,Bachelors,Acura,Legend,Red,1993,0,Urban,$3051.39,$136335.13
57-1871253,1/6/1989,Single,Private,Female,0,Yes,Masters,Ford,Windstar,Maroon,2001,0,Rural,$41804.70,$230425.60
03-9207546,4/1/1994,Seperated,Private,Male,0,No,High School,Pontiac,Grand Prix,Pink,2006,1,Urban,$28693.23,$196312.58
57-4344442,3/24/1991,Married,Commercial,Male,0,No,High School,Mazda,626,Green,1987,0,Highly Rural,$32900.96,$187028.65
00-5379592,9/14/1963,Divorced,Commercial,Male,0,Yes,Bachelors,Chrysler,Town & Country,Violet,1994,0,Rural,$79059.84,$50153.81
91-1415545,6/13/1994,Divorced,Private,Male,1,Yes,Masters,Ford,Explorer Sport Trac,Aquamarine,2007,2,Highly Urban,$87858.18,$105303.12
10-7448134,10/20/1989,Married,Commercial,Male,2,Yes,Bachelors,Buick,Lucerne,Goldenrod,2009,0,Rural,$92552.93,$54007.57
27-3219742,6/24/1993,Married,Commercial,Female,2,Yes,Bachelors,Dodge,Ram 3500,Fuscia,2005,1,Highly Urban,$41232.05,$88337.97
00-6901484,1/30/1988,Divorced,Private,Male,1,Yes,Bachelors,Lamborghini,Gallardo,Turquoise,2008,0,Suburban,$56095.73,$115580.39
39-3447728,7/1/1989,Single,Private,Female,0,Yes,Bachelors,Cadillac,Escalade,Green,2002,0,Urban,$78339.49,$137591.64
75-6835555,7/24/1960,Married,Private,Male,0,No,Masters,Smart,Fortwo,Yellow,2008,0,Suburban,$38985.04,$80172.28
90-9492470,4/21/1968,Divorced,Private,Female,0,No,PhD,Buick,Park Avenue,Maroon,2005,0,Urban,$89691.98,$67658.59
28-1971077,4/11/1990,Married,Commercial,Male,0,No,High School,Ford,E350,Goldenrod,2003,0,Highly Rural,$84782.91,$98424.33
56-6252703,11/15/1974,Single,Private,Male,0,No,Bachelors,Honda,Civic,Teal,1999,1,Urban,$61952.32,$124208.21
26-2775115,12/8/1986,Divorced,Private,Male,0,Yes,Masters,Buick,LeSabre,Goldenrod,1987,0,Highly Urban,$64476.74,$82207.48
61-8562971,8/7/1981,Single,Private,Female,3,Yes,Bachelors,Chevrolet,Monte Carlo,Green,2005,0,Highly Urban,$64256.33,$247872.81
86-9218553,2/27/1997,Single,Private,Male,0,No,High School,Mercury,Grand Marquis,Crimson,2011,0,Rural,$18457.27,$191553.91
76-3974927,5/16/1972,Single,Private,Female,0,No,Masters,Honda,Pilot,Fuscia,2010,1,Highly Urban,$90399.23,$137560.72
44-1884224,4/1/1968,Married,Private,Female,0,Yes,Masters,Volvo,S60,Orange,2005,0,Urban,$83316.62,$119174.83
38-1609453,8/20/1963,Divorced,Private,Female,1,Yes,Bachelors,Chevrolet,Camaro,Pink,1975,0,Highly Rural,$13873.41,$151053.45
03-4442045,1/23/1955,Single,Private,Male,1,Yes,Bachelors,Audi,100,Red,1990,0,Urban,$71196.33,$86204.76
09-1474558,11/26/1963,Married,Commercial,Female,0,No,High School,Chevrolet,TrailBlazer,Goldenrod,2007,0,Rural,$65100.82,$164114.13
97-7558795,7/4/1986,Married,Private,Male,2,Yes,Masters,Honda,Prelude,Green,1996,0,Suburban,$83744.03,$100905.85
85-3725758,5/30/1997,Married,Private,Male,0,No,High School,BMW,X3,Khaki,2007,1,Rural,$58895.00,$200911.88
51-9549048,5/10/1956,Married,Private,Male,0,No,High School,GMC,Savana 3500,Maroon,1999,0,Suburban,$91253.08,$164587.61
17-1774226,1/10/1983,Seperated,Private,Female,0,No,Bachelors,Cadillac,Fleetwood,Turquoise,1992,0,Highly Rural,$99460.49,$224760.63
37-6340906,7/1/1956,Single,Commercial,Female,1,Yes,High School,GMC,1500,Maroon,1995,1,Urban,$3428.33,$152396.74
50-4952586,1/14/1958,Divorced,Private,Male,0,Yes,High School,Aston Martin,DBS,Red,2010,0,Highly Urban,$7927.17,$221961.97
46-3744652,8/25/1973,Married,Private,Male,0,No,Bachelors,Ford,Thunderbird,Aquamarine,1984,4,Highly Urban,$8689.58,$188279.87
26-0734783,11/28/1988,Single,Private,Female,0,No,Masters,Honda,Odyssey,Indigo,2000,0,Highly Urban,$53976.78,$216657.13
46-2336199,10/14/1992,Divorced,Private,Male,0,No,PhD,Honda,Accord,Blue,1991,0,Suburban,$8264.36,$157257.02
16-2408504,2/25/1954,Married,Private,Female,0,No,PhD,Pontiac,Grand Am,Aquamarine,1995,1,Rural,$52619.72,$138012.37
60-6623465,11/11/1979,Married,Private,Male,1,Yes,Bachelors,Ford,F250,Mauv,1994,1,Highly Urban,$5099.31,$146759.08
35-6769414,3/6/1978,Divorced,Private,Male,2,Yes,Bachelors,Toyota,Land Cruiser,Blue,2000,0,Highly Rural,$95405.00,$248917.22
52-3071325,9/7/1967,Single,Commercial,Female,0,No,Bachelors,Bentley,Continental Super,Red,2010,0,Highly Urban,$33468.63,$215909.74
07-7909690,12/15/1985,Married,Commercial,Female,0,No,Bachelors,Suzuki,Aerio,Yellow,2007,0,Rural,$5073.18,$249655.50
59-0854067,11/8/1986,Married,Private,Female,1,Yes,Bachelors,Spyker,C8,Teal,2005,0,Rural,$1138.02,$119734.81
07-4513869,5/25/1995,Divorced,Private,Male,0,No,Bachelors,Mazda,Mazda5,Yellow,2006,0,Highly Urban,$94698.86,$77673.94
35-0427222,12/11/1999,Married,Private,Male,1,Yes,Bachelors,Dodge,Avenger,Goldenrod,2000,0,Highly Rural,$58831.47,$153860.25
80-1991335,1/30/1972,Married,Private,Male,0,No,High School,Porsche,928,Maroon,1987,0,Suburban,$28705.67,$127416.75
14-0141521,4/15/1970,Married,Private,Male,3,Yes,High School,Subaru,Legacy,Indigo,2010,0,Highly Urban,$29285.52,$66575.37
11-0905617,5/29/1954,Seperated,Private,Female,0,No,Bachelors,Mercedes-Benz,C-Class,Red,2004,1,Suburban,$9782.56,$205989.76
71-6787226,3/7/1971,Divorced,Private,Female,0,No,Bachelors,Audi,RS4,Khaki,2007,0,Rural,$17762.68,$246341.80
21-7904411,4/15/1959,Divorced,Private,Male,0,Yes,Masters,Toyota,Tacoma,Violet,2002,0,Suburban,$23360.84,$107734.48
01-0437808,9/22/1985,Single,Commercial,Male,0,No,Masters,Toyota,Camry Hybrid,Green,2009,0,Suburban,$84274.69,$137545.38
55-1718007,5/31/1970,Married,Commercial,Female,0,No,Masters,Suzuki,Swift,Purple,2000,0,Highly Urban,$67243.93,$116517.21
10-7444441,9/5/1967,Single,Private,Female,1,Yes,Masters,Land Rover,LR2,Orange,2010,1,Urban,$43056.60,$170960.25
85-4953379,6/26/1987,Seperated,Private,Female,0,No,High School,Ford,Ranger,Maroon,1994,0,Highly Urban,$43447.94,$111058.85
16-6379875,12/27/1971,Divorced,Private,Male,0,No,Bachelors,Dodge,Intrepid,Maroon,1997,0,Suburban,$57374.39,$49628.29
53-9829274,2/17/1963,Divorced,Private,Male,0,No,High School,Lincoln,MKX,Purple,2007,0,Highly Urban,$79992.35,$57578.51
68-1018296,4/22/1998,Single,Private,Male,0,No,High School,Chrysler,LeBaron,Pink,1994,0,Highly Rural,$79551.93,$79477.74
66-1356590,9/22/1976,Single,Private,Male,0,No,Masters,Acura,MDX,Red,2003,0,Rural,$73483.19,$111792.60
57-1890628,6/28/1999,Married,Private,Male,1,Yes,High School,Dodge,Ram 2500 Club,Red,1996,0,Highly Rural,$90810.29,$242149.54
57-3388935,9/23/1966,Divorced,Commercial,Male,2,Yes,High School,Suzuki,Swift,Crimson,1989,1,Rural,$43382.60,$90548.11
90-3133294,8/7/1956,Single,Commercial,Male,1,Yes,PhD,Mercedes-Benz,Sprinter,Fuscia,2010,0,Suburban,$10126.25,$128173.30
40-6298548,3/19/1982,Married,Private,Female,0,No,Bachelors,Lexus,GS,Violet,2008,1,Urban,$2616.68,$112649.30
75-8412610,9/13/1972,Divorced,Commercial,Male,1,Yes,PhD,Chevrolet,Silverado 2500,Teal,2008,0,Highly Urban,$82709.28,$71873.15
44-2792211,7/6/1978,Married,Private,Male,0,Yes,High School,Mitsubishi,Eclipse,Yellow,2010,0,Highly Urban,$53847.62,$92365.81
22-3768997,9/18/1958,Seperated,Private,Male,1,Yes,Bachelors,Mazda,Familia,Purple,1987,0,Urban,$57888.12,$46696.33
57-3693632,2/11/1989,Divorced,Private,Female,1,Yes,Bachelors,Buick,Riviera,Goldenrod,1987,0,Highly Urban,$74927.88,$159278.82
79-8767076,5/9/1956,Married,Private,Female,0,Yes,High School,Nissan,Pathfinder,Violet,1999,1,Rural,$73373.30,$114610.83
53-7270012,12/23/1978,Divorced,Private,Female,0,No,High School,Eagle,Vision,Turquoise,1994,0,Highly Rural,$94380.47,$228643.22
90-6167393,7/31/1997,Single,Private,Male,0,No,Bachelors,Nissan,Quest,Turquoise,1994,0,Suburban,$9244.43,$55277.05
00-4461997,1/30/1975,Single,Private,Female,0,No,High School,Toyota,Tundra,Aquamarine,2005,0,Rural,$14226.77,$118122.40
97-0877332,5/19/1952,Married,Private,Female,0,No,High School,Kia,Rio,Turquoise,2007,1,Highly Urban,$30423.55,$209799.54
42-5557331,6/29/1955,Married,Private,Male,0,Yes,Bachelors,Audi,R8,Goldenrod,2009,0,Rural,$83153.69,$200818.33
25-7629706,7/24/1953,Single,Private,Female,1,Yes,High School,Saab,9-5,Purple,1999,0,Urban,$886.25,$142595.53
88-2712488,6/22/1959,Married,Private,Female,0,No,Bachelors,Infiniti,M,Khaki,2011,1,Suburban,$94756.61,$217937.03
22-6209877,4/2/1974,Single,Private,Male,1,Yes,High School,Dodge,Challenger,Yellow,2009,1,Suburban,$54516.20,$158888.24
81-0048903,6/19/1997,Single,Private,Male,1,Yes,Bachelors,Acura,TSX,Aquamarine,2007,0,Highly Rural,$3123.72,$92384.05
71-6422673,10/28/1956,Single,Private,Female,2,Yes,Bachelors,Land Rover,Discovery Series II,Mauv,2002,1,Suburban,$10319.14,$211309.54
21-2973114,8/19/1961,Single,Private,Male,2,Yes,High School,Mitsubishi,Eclipse,Teal,2007,0,Suburban,$22610.43,$241523.54
74-4331960,4/21/1976,Single,Commercial,Male,0,Yes,Bachelors,Mitsubishi,Expo,Khaki,1992,0,Rural,$97213.27,$70963.17
30-9420032,9/5/1998,Single,Private,Male,0,Yes,Masters,MG,MGB,Khaki,1977,0,Urban,$90708.48,$150597.87
12-6903304,4/25/1997,Divorced,Commercial,Male,0,No,Bachelors,Honda,Fit,Yellow,2009,1,Highly Urban,$93618.65,$133980.06
78-0685836,2/23/1961,Single,Private,Female,0,No,High School,Volvo,C70,Crimson,2004,0,Rural,$44042.65,$118436.74
25-7412042,9/10/2000,Single,Private,Female,0,No,High School,BMW,5 Series,Red,1998,0,Suburban,$37709.67,$125675.17
16-8536930,8/8/1954,Single,Private,Female,0,No,Bachelors,Lotus,Esprit,Crimson,1987,0,Rural,$81074.68,$76797.39
50-7358008,6/3/1958,Married,Commercial,Male,1,Yes,High School,Nissan,Quest,Khaki,2000,0,Highly Urban,$19483.19,$130637.39
06-4431998,6/7/1968,Single,Private,Male,0,No,Masters,Dodge,Ram,Red,1994,4,Urban,$65563.91,$120513.31
33-4823927,5/10/1992,Single,Private,Male,1,Yes,Masters,Volkswagen,Passat,Violet,1992,4,Suburban,$89370.87,$141596.40
04-6653029,12/7/1959,Divorced,Private,Female,0,Yes,Masters,Nissan,Maxima,Turquoise,2012,0,Urban,$78691.64,$88109.84
26-1094869,2/11/1992,Single,Private,Male,0,No,High School,Suzuki,Swift,Blue,1992,3,Highly Urban,$7040.13,$217480.96
11-7226339,5/26/1982,Single,Private,Female,0,No,Bachelors,Hyundai,Elantra,Indigo,1998,0,Highly Urban,$11921.35,$240910.38
29-2667083,3/29/1992,Single,Commercial,Female,0,Yes,Bachelors,Ford,Explorer,Aquamarine,2009,0,Urban,$81791.69,$214152.68
94-8521228,3/1/2000,Single,Commercial,Female,0,No,Masters,Lexus,SC,Indigo,1995,0,Urban,$66662.43,$127783.62
66-1137717,5/28/1967,Single,Private,Female,0,No,PhD,Cadillac,Seville,Aquamarine,1995,2,Urban,$7056.65,$133289.41
67-4179175,10/28/1954,Married,Private,Female,0,No,Masters,Toyota,Prius,Khaki,2006,0,Highly Rural,$14061.43,$227016.13
73-0758656,10/21/1970,Divorced,Private,Female,0,No,Bachelors,Studebaker,Avanti,Crimson,1963,0,Highly Urban,$46726.23,$129638.56
10-4239237,4/15/1989,Single,Private,Female,2,Yes,Bachelors,Saab,9-5,Pink,2011,0,Highly Rural,$15614.69,$87795.75
85-4326527,5/5/1996,Seperated,Private,Female,0,No,High School,Dodge,Avenger,Yellow,2008,0,Rural,$4395.28,$218924.92
12-4982416,7/7/1992,Married,Private,Female,0,No,PhD,Mazda,CX-7,Pink,2011,0,Highly Rural,$92193.31,$146437.88
98-0376880,12/21/1972,Divorced,Private,Female,1,Yes,High School,Jaguar,XF,Goldenrod,2012,0,Urban,$75619.37,$222574.90
57-7750741,3/15/1974,Married,Private,Male,1,Yes,High School,Buick,Coachbuilder,Goldenrod,1994,0,Highly Urban,$42118.67,$150890.69
95-7007882,2/24/1951,Single,Private,Female,0,No,Bachelors,Isuzu,Rodeo,Puce,2004,0,Highly Rural,$46878.64,$131025.47
95-9535853,5/6/2001,Seperated,Private,Male,1,Yes,Bachelors,Geo,Metro,Maroon,1993,0,Rural,$25621.83,$131388.57
78-2670726,10/7/1958,Seperated,Private,Male,1,Yes,High School,Nissan,Quest,Turquoise,1997,0,Suburban,$19525.71,$178944.29
42-9609525,8/11/1992,Divorced,Private,Male,1,Yes,Masters,Mercedes-Benz,SLS-Class,Pink,2011,0,Urban,$42250.88,$156240.65
19-4059138,5/3/1956,Married,Private,Male,3,Yes,High School,Honda,Accord,Teal,2004,3,Highly Urban,$55722.11,$60377.85
59-4068289,6/4/1975,Single,Private,Male,0,No,Bachelors,Oldsmobile,Achieva,Pink,1992,0,Rural,$36350.77,$197747.36
54-0700340,4/27/1978,Divorced,Commercial,Male,0,No,PhD,Volkswagen,New Beetle,Orange,2005,0,Highly Rural,$10342.24,$132055.89
18-2564750,9/13/1963,Single,Commercial,Male,0,No,High School,Mercedes-Benz,G-Class,Yellow,2006,0,Suburban,$66117.30,$99751.05
40-1122824,2/17/1982,Single,Commercial,Female,0,No,High School,Mercedes-Benz,W201,Khaki,1991,0,Urban,$9975.96,$192055.26
00-0035393,8/23/1963,Married,Private,Male,1,Yes,Bachelors,Dodge,Durango,Pink,2001,0,Highly Urban,$80221.78,$133967.06
65-4294424,6/27/1956,Single,Private,Female,1,Yes,Bachelors,Buick,LeSabre,Red,1986,2,Suburban,$23610.71,$240875.80
24-4207552,7/5/1985,Single,Commercial,Female,1,Yes,Masters,Mazda,CX-7,Green,2008,0,Rural,$51287.83,$233535.37
85-0992635,8/8/1998,Single,Private,Male,0,Yes,Bachelors,Cadillac,CTS,Purple,2008,0,Highly Rural,$48780.34,$195183.92
31-6909872,6/26/1961,Married,Private,Female,1,Yes,Bachelors,Subaru,Forester,Aquamarine,1998,0,Highly Urban,$2833.99,$105263.75
07-5296692,7/4/1966,Single,Private,Male,0,No,High School,Pontiac,Turbo Firefly,Mauv,1990,1,Suburban,$42318.88,$110297.22
87-5238868,10/1/1982,Married,Private,Male,1,Yes,High School,Suzuki,Grand Vitara,Red,2002,2,Rural,$57504.20,$179692.39
30-1366260,6/21/1950,Single,Commercial,Male,0,Yes,High School,Dodge,Ram 1500,Yellow,1995,0,Rural,$96930.26,$197981.06
69-7633619,1/10/1973,Divorced,Commercial,Male,0,No,PhD,Kia,Sportage,Aquamarine,1995,0,Suburban,$42542.71,$199224.21
79-6789453,11/10/1994,Divorced,Private,Male,0,Yes,High School,Geo,Prizm,Turquoise,1992,0,Suburban,$40321.90,$180874.52
48-1701139,6/15/1951,Married,Commercial,Male,0,No,High School,Ford,Tempo,Red,1992,0,Highly Urban,$40403.96,$192387.50
55-0781248,10/11/2000,Divorced,Private,Female,0,Yes,Masters,Buick,Century,Purple,1984,0,Highly Rural,$55071.55,$198117.20
58-6988170,12/5/1961,Married,Private,Male,0,No,High School,Buick,Skylark,Mauv,1992,0,Rural,$71494.36,$217901.31
39-5059633,7/4/1964,Married,Private,Female,0,No,Bachelors,Honda,Fit,Pink,2008,0,Suburban,$51792.01,$47983.76
04-5730431,10/31/1997,Divorced,Private,Female,0,No,Bachelors,GMC,Yukon XL 2500,Blue,2002,3,Urban,$45623.45,$211414.87
01-2607368,12/26/1975,Single,Private,Male,0,No,High School,Ford,Escort,Aquamarine,1999,1,Highly Rural,$23635.50,$75860.68
47-8105750,12/30/1972,Seperated,Private,Female,1,Yes,Bachelors,Chevrolet,Malibu,Purple,2011,0,Highly Rural,$33599.31,$127265.72
03-0535781,8/5/1982,Single,Private,Female,0,No,Masters,Audi,4000s,Violet,1986,3,Rural,$30117.17,$86397.92
39-9543439,2/2/2000,Single,Private,Female,2,Yes,High School,Audi,5000S,Puce,1987,0,Highly Urban,$94464.84,$165913.06
39-5127400,2/2/1954,Divorced,Commercial,Male,0,No,Bachelors,Mercedes-Benz,300SL,Maroon,1992,0,Highly Urban,$76463.81,$219113.98
88-0207057,7/10/1967,Married,Private,Female,0,No,High School,Hyundai,Veloster,Mauv,2013,0,Highly Urban,$84546.54,$164179.00
39-9495682,8/27/1995,Married,Private,Male,1,Yes,Masters,Audi,TT,Purple,2002,3,Suburban,$70387.74,$227952.28
68-7489476,11/13/1960,Married,Private,Male,2,Yes,Bachelors,BMW,5 Series,Pink,2002,0,Highly Urban,$54644.10,$203513.34
60-2638913,6/21/1978,Seperated,Private,Female,0,No,Bachelors,Ford,Mustang,Purple,2010,3,Suburban,$14532.85,$56404.48
68-0581764,10/8/1967,Divorced,Commercial,Female,0,Yes,PhD,Toyota,Avalon,Red,2011,0,Urban,$69709.48,$127311.42
43-7842224,11/30/2001,Single,Private,Male,1,Yes,Masters,Lincoln,Navigator,Pink,2011,4,Rural,$49415.08,$233864.00
47-0076234,12/7/1982,Married,Private,Female,0,No,Masters,Ford,Econoline E250,Pink,2002,0,Suburban,$69516.39,$229265.66
91-2412985,10/19/1972,Divorced,Commercial,Male,1,Yes,PhD,BMW,M5,Khaki,2001,0,Urban,$23485.71,$199636.30
18-5540727,4/4/1972,Single,Private,Male,0,No,Bachelors,GMC,Yukon XL 2500,Fuscia,2011,0,Highly Urban,$73988.06,$241745.03
81-8610024,11/17/2001,Single,Private,Female,1,Yes,High School,BMW,760,Violet,2004,0,Urban,$24534.63,$151577.08
42-5166505,3/29/2002,Single,Private,Female,0,No,Bachelors,Mazda,CX-7,Indigo,2007,1,Highly Rural,$95297.74,$162400.03
67-3348105,7/10/1985,Married,Commercial,Female,2,Yes,Masters,Pontiac,LeMans,Turquoise,1991,0,Rural,$59895.11,$93386.09
76-5596497,10/11/1998,Married,Commercial,Female,0,No,High School,BMW,M3,Pink,2008,0,Urban,$70627.53,$196634.89
42-5458107,9/4/2002,Divorced,Commercial,Male,0,No,High School,Pontiac,Grand Prix,Crimson,1995,4,Urban,$14916.21,$126439.61
54-8284157,4/28/1984,Single,Private,Male,3,Yes,Bachelors,Mitsubishi,i-MiEV,Violet,2012,0,Urban,$83819.92,$66942.77
53-4319331,12/19/1957,Single,Private,Female,0,No,High School,Mazda,Familia,Pink,1991,0,Highly Urban,$44597.20,$75920.92
02-2739717,5/19/1996,Married,Private,Male,1,Yes,Bachelors,Jeep,Grand Cherokee,Red,2004,1,Highly Urban,$76266.10,$210353.72
63-6099444,5/2/1982,Single,Private,Male,0,No,High School,Nissan,350Z,Teal,2008,0,Rural,$22861.66,$114272.00
82-1023558,5/11/1960,Married,Private,Female,1,Yes,High School,Chevrolet,Corvette,Blue,1957,0,Urban,$54035.70,$129796.49
55-5055479,5/23/1983,Divorced,Private,Female,0,No,High School,Nissan,Altima,Violet,2002,0,Rural,$53113.88,$127469.92
79-5248204,5/26/1953,Single,Private,Male,0,No,High School,Hyundai,Sonata,Purple,1999,4,Rural,$10535.47,$100356.79
91-1323792,8/14/1989,Married,Commercial,Male,0,No,Bachelors,Mercury,Topaz,Mauv,1990,0,Urban,$60957.52,$101588.64
93-3009069,9/11/1956,Married,Private,Male,0,No,Bachelors,Mercedes-Benz,300SD,Puce,1993,3,Highly Urban,$47000.63,$48970.75
90-0428555,3/27/1998,Single,Commercial,Male,0,No,High School,Audi,TT,Pink,2009,0,Highly Urban,$8821.15,$61341.41
67-2486471,12/13/1977,Single,Private,Female,0,Yes,Bachelors,GMC,Yukon XL 1500,Turquoise,2009,0,Highly Rural,$76335.10,$106418.67
70-8354568,5/17/1954,Single,Commercial,Male,0,No,High School,Subaru,B9 Tribeca,Mauv,2007,0,Urban,$6433.27,$167933.72
14-0320506,5/26/1958,Divorced,Private,Female,0,No,Masters,Chevrolet,Silverado 3500,Yellow,2010,1,Suburban,$63857.24,$113484.79
88-1004128,5/1/1972,Seperated,Private,Female,0,No,Masters,Mercedes-Benz,500SL,Puce,1993,0,Suburban,$84933.87,$97424.58
83-7023369,2/4/1978,Single,Private,Male,1,Yes,Masters,Ford,Escort,Khaki,1997,0,Highly Rural,$28215.36,$227052.66
04-9323511,10/1/1983,Married,Private,Female,0,No,PhD,Honda,Pilot,Teal,2007,0,Highly Rural,$51423.02,$125346.46
